名称,所在地_連結表記,所在地_都道府県,所在地_市区町村,緯度,経度,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL
金沢福祉用具情報プラザ,石川県金沢市本町1-10-1　ルキーナ金沢1･2F,石川県,金沢市,36.576365,136.651919,076-234-9900,,,,,-,4.00002E+12,金沢市,月水木金土日,10:00,19:00,休館日:火曜日、年末年始（12/29－1/3）,福祉用具、住宅改修モデルの展示を行うと共に、福祉用具、住宅改修、福祉制度、介護などの相談を受け付けています。,,,,,,,,,,,,,,,,,,https://www.kz-yogu-plaza.net
卯辰山公園健康交流センター千寿閣,石川県金沢市東長江町辺2-1,石川県,金沢市,36.56763,136.689192,076-222-0008,,,,,-,4.00002E+12,金沢市,月火木金土日,9:00,17:00,休館日:水曜日、年末年始,卯辰山公園健康交流センター千寿閣は、子供から高齢者まで誰もが豊かな自然の中で緑に親しみながら活動ができる施設です。,,,,,,,,,,,,,,,,,,https://www.kanazawa-kenko-plaza.or.jp/17-2utatsuyama-center
老人福祉センター万寿苑,石川県金沢市大桑町ヤ1-4,石川県,金沢市,36.525252,136.67701,076-244-6745,,,,,-,4.00002E+12,金沢市,月火水木金土日,9:00,17:00,休館日:第1日曜日、第2日曜日の翌日、第3日曜日、第4日曜日の翌日、第5日曜日、国民の祝日（敬老の日除く）、年末年始,老人福祉センターでは、各種の講座を定期的に開催しています。短期間の講座、イベントなども開いています。入浴も楽しめます。娯楽室では囲碁や将棋で、大広間ではカラオケなどで、機能回復室では、機能訓練器具や健康機器を利用して、思い思いに過ごすことができます。,,,,,,,,,,,,,,,,,,https://www.kanazawa-kenko-plaza.or.jp/17-3rojin-hukushi-center
老人福祉センター松寿荘,石川県金沢市金石北3-3-33,石川県,金沢市,36.607993,136.59951,076-268-6757,,,,,-,4.00002E+12,金沢市,月火水木金土日,9:00,17:00,休館日:第1日曜日、第2日曜日の翌日、第3日曜日、第4日曜日の翌日、第5日曜日、国民の祝日（敬老の日除く）、年末年始,老人福祉センターでは、各種の講座を定期的に開催しています。短期間の講座、イベントなども開いています。入浴も楽しめます。娯楽室では囲碁や将棋で、大広間ではカラオケなどで、機能回復室では、機能訓練器具や健康機器を利用して、思い思いに過ごすことができます。,,,,,,,,,,,,,,,,,,https://www.kanazawa-kenko-plaza.or.jp/17-3rojin-hukushi-center
老人福祉センター鶴寿園,石川県金沢市額谷町ヌ1,石川県,金沢市,36.509803,136.629528,076-298-9355,,,,,-,4.00002E+12,金沢市,月火水木金土日,9:00,17:00,休館日:第1日曜日の翌日、第2日曜日、第3日曜日の翌日、第4日曜日、第5日曜日、国民の祝日（敬老の日除く）、年末年始,老人福祉センターでは、各種の講座を定期的に開催しています。短期間の講座、イベントなども開いています。入浴も楽しめます。娯楽室では囲碁や将棋で、大広間ではカラオケなどで、機能回復室では、機能訓練器具や健康機器を利用して、思い思いに過ごすことができます。,,,,,,,,,,,,,,,,,,https://www.kanazawa-kenko-plaza.or.jp/17-3rojin-hukushi-center
いきいきギャラリー,石川県金沢市安江町3-16,石川県,金沢市,36.574399,136.655777,076-221-2307,,,,,-,4.00002E+12,金沢市,月水木金土,10:00,18:00,休館日:第1・3・5火曜日　第2・4日曜日、年末年始,障害のある方や高齢者の手作り品を販売します。ここでの売り上げは、福祉施設で働く障害のある方の工賃や福祉団体の運営費に役立てられています。,,,,,,,,,,,,,,,,,,http://www3.spacelan.ne.jp/~ikiiki/
金沢健康プラザ大手町,石川県金沢市大手町3-21,石川県,金沢市,36.568877,136.661171,076-233-0033,,,,,-,3.22001E+12,金沢健康福祉財団,月火水木金土日,9:00,17:00,休館日:祝日、年末年始(12月29日～1月3日),市民の主体的な健康づくりを推進するための施設で、各種健康教室・講座を開催しているほか、筋力トレーニングマシン等を設置した健康スタジオを開放している。,,,,,,,,,,,,,,,,,,http://www.kanazawa-kenko-plaza.or.jp
泉野福祉健康センター,石川県金沢市泉が丘１丁目２番２２,石川県,金沢市,36.5442832,136.6486989,076-242-1131,,,,,-,4.00002E+12,金沢市,月火水木金,8:30,17:15,休館日:土日、祝日、年末年始(12月29日～1月3日),乳幼児の各種健診、予防接種をはじめ、地域の人々の健康に関する種々のお手伝いや、介護保険業務、福祉保健サービスの申請・相談など、地域の福祉・保健に関する総合窓口です。,,,,,,,,,,,,,,,,,,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/izuminofukushikenkocenter/gyomugaiyo/4190.html
元町福祉健康センター,石川県金沢市元町1-12-12,石川県,金沢市,36.581653,136.666962,076-251-0200,,,,,-,4.00002E+12,金沢市,月火水木金,8:30,17:15,休館日:土日、祝日、年末年始(12月29日～1月3日),乳幼児の各種健診、予防接種をはじめ、地域の人々の健康に関する種々のお手伝いや、介護保険業務、福祉保健サービスの申請・相談など、地域の福祉・保健に関する総合窓口です。,,,,,,,,,,,,,,,,,,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/izuminofukushikenkocenter/gyomugaiyo/4191.html
駅西福祉健康センター,石川県金沢市西念3-4-25,石川県,金沢市,36.589885,136.635378,076-234-5103,,,,,-,4.00002E+12,金沢市,月火水木金,8:30,17:15,休館日:土日、祝日、年末年始(12月29日～1月3日),乳幼児の各種健診、予防接種をはじめ、地域の人々の健康に関する種々のお手伝いや、介護保険業務、福祉保健サービスの申請・相談など、地域の福祉・保健に関する総合窓口です。,,,,,,,,,,,,,,,,,,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/izuminofukushikenkocenter/gyomugaiyo/4192.html
金沢広域急病センター,石川県金沢市西念３丁目４番２５ 駅西福祉健康センター1F,石川県,金沢市,36.589871,136.63553,076-222-0099,,,,,-,4.00002E+12,金沢市,月火水木金土日,19:30,23:00,休館日:なし　GW、年末年始などは診療時間が変更になります。,夜間の急な病気の時、安心して受診できる初期救急医療の施設です。小児科と内科の急病患者を診療します。原則として応急処置のみを行います。精密な検査や入院が必要な方には病院を紹介します。薬の処方は原則１日分です。翌日以降、かかりつけ医の診療時間内に診療を受けてください,,,,,,,,,,,,,,,,,,https://www.kanazawa-kouiki.jp
金沢市母子寡婦福祉連合会,石川県金沢市三社町1-44（石川県女性センター1階）,石川県,金沢市,36.571696,136.6449,076-224-3417,,,,,-,4.00002E+12,金沢市,月火水木金,9:00,16:30,休館日:土、日、祝日、年末年始,ひとり親家庭等の福祉向上と、幸せづくりのためにみんなで協力しあう団体です。各地区の団体の中でお互いが力を合わせ、支えあい、いたわりあい、助けあい、励ましあいながら幸せづくりにみんなで取り組んでいく集まりです。母子家庭・父子家庭及び寡婦の一人ひとりが持ついろいろな問題を、みんなの力と知恵を合わせ解決してゆく会です。,可,有,無,有,スロープ有、エレベータ有、エスカレータ無,有,,有,無,無,有,有,有,有,有,無,有,http://kinbosh.jimdofree.com
金沢市保健所,石川県金沢市西念3-4-25,石川県,金沢市,36.589885,136.635378,076-234-5102,,,,,-,4.00002E+12,金沢市,月火水木金,8:30,17:15,休館日:土日、祝日、年末年始(12月29日～1月3日),結核やエイズなどの感染症の予防と対策、環境衛生・食品衛生など生活環境に関する業務、医療機関や飲食店などの許認可や監視・指導を行っています。また、衛生上の試験検査及び大気汚染等の環境監視・検査を行っています。,可,有,無,有,エレベータ有,有,有,有,無,有,有,無,有,有,飲料のみ可,有,有,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/chiikihokenka/1_1/index.html
中村町小学校,石川県金沢市中村町26-12,石川県,金沢市,36.560983,136.642059,076-241-0716,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710011
十一屋小学校,石川県金沢市十一屋町3-45,石川県,金沢市,36.545327,136.660911,076-241-7348,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710012
泉野小学校,石川県金沢市緑が丘4-64,石川県,金沢市,36.542714,136.654245,076-241-0615,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710009
犀桜小学校,石川県金沢市菊川1-2-15,石川県,金沢市,36.55006,136.66199,076-262-2355,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710013
小立野小学校,石川県金沢市小立野4-7-7,石川県,金沢市,36.551538,136.678696,076-232-1283,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710014
兼六小学校,石川県金沢市兼六元町7-15,石川県,金沢市,36.565889,136.666004,076-231-7279,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710015
中央小学校,石川県金沢市玉川町2-1,石川県,金沢市,36.57005,136.6504,076-262-8560,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710016
中央小学校芳斎分校,石川県金沢市新竪町3-25,石川県,金沢市,36.572524,136.649105,076-221-1811,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710017
長田町小学校,石川県金沢市長田1-5-40,石川県,金沢市,36.575357,136.6421,076-231-7221,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710018
明成小学校,石川県金沢市瓢箪町5-48,石川県,金沢市,36.576904,136.657166,076-231-7438,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710019
諸江町小学校,石川県金沢市北安江2-25-1,石川県,金沢市,36.588649,136.64793,076-231-7389,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710020
森山町小学校,石川県金沢市森山2-13-50,石川県,金沢市,36.578565,136.667576,076-252-6251,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710022
浅野町小学校,石川県金沢市京町35-1,石川県,金沢市,36.581731,136.658818,076-252-3573,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710023
小坂小学校,石川県金沢市小坂町中142,石川県,金沢市,36.590108,136.677683,076-252-6386,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710024
千坂小学校,石川県金沢市千木1-125,石川県,金沢市,36.605736,136.674977,076-258-1270,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710025
夕日寺小学校,石川県金沢市東長江町に17,石川県,金沢市,36.577568,136.692366,076-252-4471,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710026
大浦小学校,石川県金沢市大浦町ヌ87,石川県,金沢市,36.623281,136.653287,076-238-2025,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710027
浅野川小学校,石川県金沢市須崎町チ42,石川県,金沢市,36.621053,136.641726,076-238-2034,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710028
鞍月小学校,石川県金沢市南新保町リ27-1,石川県,金沢市,36.601836,136.632494,076-237-6447,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710029
粟崎小学校,石川県金沢市粟崎町ヘ78,石川県,金沢市,36.621217,136.624622,076-238-2234,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710030
大野町小学校,石川県金沢市大野町1-15,石川県,金沢市,36.610354,136.60336,076-267-1466,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710031
金石町小学校,石川県金沢市金石北4-1-1,石川県,金沢市,36.608707,136.598972,076-268-1313,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710032
大徳小学校,石川県金沢市松村6-200,石川県,金沢市,36.591196,136.610027,076-267-0564,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710033
戸板小学校,石川県金沢市戸板1-1,石川県,金沢市,36.579213,136.622458,076-231-5485,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710034
緑小学校,石川県金沢市みどり1-166,石川県,金沢市,36.570126,136.590808,076-249-0100,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710035
押野小学校,石川県金沢市八日市1-176,石川県,金沢市,36.54594,136.609396,076-241-4197,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710036
米丸小学校,石川県金沢市東力町ニ155,石川県,金沢市,36.565682,136.619971,076-291-1361,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710037
三馬小学校,石川県金沢市久安6-154,石川県,金沢市,36.543585,136.633621,076-243-2261,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710038
富樫小学校,石川県金沢市山科3-6-60,石川県,金沢市,36.529476,136.645712,076-243-2533,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710039
額小学校,石川県金沢市額乙丸町イ41,石川県,金沢市,36.510489,136.621867,076-298-0167,,,,,-,,金沢市,,,,,,,,,,,,,,,,,,,,,,,https://www14.schoolweb.ne.jp/swas/index.php?id=1710040
